,Author,Book,Filename,Optional years exist,Translated,Year,Years (optional),Scraped Year,Scraped Author
260,Robert Hooke,Micrographia,b'15491-8.txt',0,0,1664,1664,1665,1894
261,Samuel Pepys,"Diary of Samuel Pepys, January/February 1663/64",b'4146.txt',0,0,1664,1664,,1880
262,Samuel Pepys,"Diary of Samuel Pepys, April/May 1664",b'4148.txt',0,0,1664,1664,,1880
263,Samuel Pepys,"Diary of Samuel Pepys, June/July 1664",b'4149.txt',1,0,1664,1664 1893,,1880
264,Samuel Pepys,"Diary of Samuel Pepys, August/September 1664",b'4150.txt',0,0,1664,1664,,1880
265,Samuel Pepys,"Diary of Samuel Pepys, October/November 1664",b'4151.txt',0,0,1664,1664,,1880
266,Samuel Pepys,"Diary of Samuel Pepys, December 1664",b'4152.txt',0,0,1664,1664,,1880
267,Samuel Pepys,"Diary of Samuel Pepys, 1664",b'4153.txt',1,0,1664,1664 1964 1893 1663,,1880
268,Samuel Pepys,"Diary of Samuel Pepys, March/April 1664/65",b'4155.txt',1,0,1664,1664 1618,,1880
269,Samuel Pepys,"Diary of Samuel Pepys, January/February 1964/65",b'4154.txt',0,0,1665,1665,,1880
270,Samuel Pepys,"Diary of Samuel Pepys, May/June 1665",b'4156.txt',0,0,1665,1665,,1880
271,Samuel Pepys,"Diary of Samuel Pepys, July 1665",b'4157.txt',0,0,1665,1665,,1880
272,Samuel Pepys,"Diary of Samuel Pepys, August 1665",b'4158.txt',0,0,1665,1665,,1880
273,Samuel Pepys,"Diary of Samuel Pepys, September 1665",b'4159.txt',0,0,1665,1665,,1880
274,Samuel Pepys,"Diary of Samuel Pepys, October 1665",b'4160.txt',0,0,1665,1665,,1880
275,Samuel Pepys,"Diary of Samuel Pepys, November/December 1665",b'4161.txt',0,1,1665,1665,,1880
276,Samuel Pepys,"Diary of Samuel Pepys, 1665",b'4162.txt',1,0,1665,1665 1965 1893 1664,,1880
277,Samuel Pepys,"Diary of Samuel Pepys, March/April 1665/66",b'4164.txt',0,0,1665,1665,,1880
278,Samuel Pepys,Quotes and Images From The Diary of Samuel Pepys,b'7554.txt',0,0,1665,,,1880
279,Sir John Lauder,"Publications of the Scottish History Society, Vol. 36",b'12930-8.txt',1,0,1665,1900 1665,,1840
280,Herman Nicholas,The Practice of the Presence of God the Best Rule of a Holy Life,b'13871.txt',0,1,1666,1666,,1895
281,John Frederick Helvetius,"The Golden Calf, Which the World Adores, and Desires",b'14641-8.txt',0,0,1666,1666,,
282,Samuel Pepys,"Diary of Samuel Pepys, January/February 1965/66",b'4163.txt',0,0,1666,1666,,1880
283,Samuel Pepys,"Diary of Samuel Pepys, May/June 1666",b'4165.txt',0,0,1666,1666,,1880
284,Samuel Pepys,"Diary of Samuel Pepys, July 1666",b'4166.txt',0,0,1666,1666,,1880
285,Samuel Pepys,"Diary of Samuel Pepys, August/September 1666",b'4167.txt',0,0,1666,1666,,1880
286,Samuel Pepys,"Diary of Samuel Pepys, October 1666",b'4168.txt',0,0,1666,1666,,1880
287,Samuel Pepys,"Diary of Samuel Pepys, November 1666",b'4169.txt',0,0,1666,1666,,1880
288,Samuel Pepys,"Diary of Samuel Pepys, December 1666",b'4170.txt',0,0,1666,1666,,1880
289,Samuel Pepys,"Diary of Samuel Pepys, 1666",b'4171.txt',1,0,1666,1666 1966 1893 1665,,1880
290,Samuel Pepys,"Diary of Samuel Pepys, February 1966/67",b'4173.txt',0,0,1666,1666,,1880
291,Samuel Pepys,"Diary of Samuel Pepys, March 1966/67",b'4174.txt',1,0,1666,1666 1757,,1880
292,Samuel Pepys,"Diary of Samuel Pepys, January 1966/67",b'4172.txt',0,0,1667,1667,,1880
293,Samuel Pepys,"Diary of Samuel Pepys, April 1966/67",b'4175.txt',0,0,1667,1667,,1880
294,Samuel Pepys,"Diary of Samuel Pepys, May 1667",b'4176.txt',0,0,1667,1667,,1880
295,Samuel Pepys,"Diary of Samuel Pepys, June 1667",b'4177.txt',0,0,1667,1667,,1880
296,Samuel Pepys,"Diary of Samuel Pepys, July 1667",b'4178.txt',0,0,1667,1667,,1880
297,Samuel Pepys,"Diary of Samuel Pepys, August 1667",b'4179.txt',0,0,1667,1667,,1880
298,Samuel Pepys,"Diary of Samuel Pepys, September 1667",b'4180.txt',0,0,1667,1667,,1880
299,Samuel Pepys,"Diary of Samuel Pepys, October 1667",b'4181.txt',0,0,1667,1667,,1880
300,Samuel Pepys,"Diary of Samuel Pepys, November 1667",b'4182.txt',0,0,1667,1667,,1880
301,Samuel Pepys,"Diary of Samuel Pepys, December 1667",b'4183.txt',0,0,1667,1667,,1880
302,Samuel Pepys,"Diary of Samuel Pepys, 1667",b'4184.txt',1,0,1667,1667 1967 1893 1666,,1880
303,Samuel Pepys,"Diary of Samuel Pepys, February 1667/68",b'4186.txt',0,0,1667,1667,,1880
304,Samuel Pepys,"Diary of Samuel Pepys, March 1667/68",b'4187.txt',0,0,1667,1667,,1880
305,,,b'18.txt',,,1667,,,
306,,,b'milton-paradise-219.txt',,,1667,,,
307,Samuel Pepys,"Diary of Samuel Pepys, January 1667/68",b'4185.txt',0,0,1668,1668,,1880
308,Samuel Pepys,"Diary of Samuel Pepys, April 1668",b'4188.txt',0,0,1668,1668,,1880
309,Samuel Pepys,"Diary of Samuel Pepys, May 1668",b'4189.txt',0,0,1668,1668,,1880
310,Samuel Pepys,"Diary of Samuel Pepys, June/July 1668",b'4190.txt',0,0,1668,1668,,1880
311,Samuel Pepys,"Diary of Samuel Pepys, August 1668",b'4191.txt',0,0,1668,1668,,1880
312,Samuel Pepys,"Diary of Samuel Pepys, September/October 1668",b'4192.txt',1,0,1668,1668 1839,,1880
313,Samuel Pepys,"Diary of Samuel Pepys, November 1668",b'4193.txt',0,0,1668,1668,,1880
314,Samuel Pepys,"Diary of Samuel Pepys, December 1668",b'4194.txt',0,0,1668,1668,,1880
315,Samuel Pepys,"Diary of Samuel Pepys, 1668",b'4195.txt',1,0,1668,1668 1968 1893 1667,,1880
316,Samuel Pepys,"Diary of Samuel Pepys, Feb/Mar 1668/69",b'4197.txt',0,0,1668,1668,,1880
317,Christopher Merrett,A Short View of the Frauds and Abuses Committed by Apothecaries,b'15910-8.txt',0,1,1669,1669,,1994
318,Samuel Pepys,"Diary of Samuel Pepys, January 1668/69",b'4196.txt',0,0,1669,1669,,1880
319,Samuel Pepys,"Diary of Samuel Pepys, Apr/May 1669",b'4198.txt',0,0,1669,1669,,1880
320,Samuel Pepys,"Diary of Samuel Pepys, 1669",b'4199.txt',1,0,1669,1669 1969 1893 1668,1887,1880
321,Blaise Pascal,Pascal's Pensees,b'18269.txt',1,0,1670,1958 1623,1858,
322,Isaac Barrow,Sermons on Evil-Speaking,b'10274.txt',1,0,1670,1630 1680,1887,1830
323,"Jean Francois Paul de Gondi, Cardinal de Retz","The Memoirs of Cardinal de Retz, Complete",b'3846.txt',1,0,1670,1614 1705 1627,,
324,Pedro Calderon de la Barca,The Two Lovers of Heaven: Chrysanthus and Daria,b'12173.txt',1,0,1670,1870 1753,,1740
325,(Poquelin) Moliere,The Impostures of Scapin,b'8776-8.txt',0,1,1671,1671,,1707
326,Richard Duckworth and Fabian Stedman,"Tintinnalogia, or, the Art of Ringing",b'18567-8.txt',0,0,1671,1671,,
327,Hannah Wolley,The Queen-like Closet or Rich Cabinet,b'14377-8.txt',0,0,1672,1672,,
328,Henry Nevil Payne,The Fatal Jealousie (1673),b'16916-8.txt',1,0,1673,1673 1948 1675,,
329,Pierre Besnier,A Philosophicall Essay for the Reunion of the Languages,b'15649-8.txt',0,0,1675,1675,,
330,John Bunyan,The Pilgrim's Progress by John Bunyan,b'39452-8.txt',1,0,1678,1909 1628,1909,1678
331,,,b'20.txt',,,1679,,,
332,Aphra Behn,"The Works of Aphra Behn, Vol. III",b'10039-8.txt',0,0,1680,1607,,1915
333,Aphra Behn,The Works of Aphra Behn,b'27273-8.txt',0,0,1680,,1915,
334,John Bunyan,The Heavenly Footman,b'13750.txt',0,0,1680,,1894,1678
335,Thomas Nash,The Choise of Valentines,b'17779-8.txt',1,0,1680,1680 1610,1899,1904
336,,,b'8.txt',,,1680,,,
337,Horace,The Works of Horace,b'14020.txt',0,1,1681,,1681,
338,John Dryden,His Majesties Declaration Defended,b'15074.txt',1,0,1681,1681 1950 1670 1930 1672,1681,
339,Robert Knox,An Historical Relation Of The Island Ceylon In The East Indies,b'14346-8.txt',0,0,1681,1681,,1917
340,A. Marsh,The Ten Pleasures of Marriage and The Confession of the New-married Couple (1682),b'13872-8.txt',1,1,1682,1682 1526,,1890
341,Elkanah Settle et al.,Anti-Achitophel (1682),b'18517-8.txt',1,0,1682,1682 1961 1811 1931,,
342,Rene Rapin,De Carmine Pastorali (1684),b'14495-8.txt',1,1,1684,1684 1947 1674 1731 1659,,1706
343,William Shakespeare,The Winter's Tale,b'1539-8.txt',0,0,1687,,1770,1603
344,William Shakespeare,A Fairy Tale in Two Acts Taken from Shakespeare (1763),b'12842.txt',0,0,1687,1763,,1603
345,William Winstanley,The Lives of the Most Famous English Poets (1687),b'15461-8.txt',1,0,1687,1687 1963 1605 1698 1548,,1916
346,Francois de Salignac de La Mothe- Fenelon,The Existence of God,b'11044.txt',1,0,1688,1572 1651,1888,1699
347,Tobias Smollett,"The History of England in Three Volumes, Vol.II.",b'19217-8.txt',1,0,1688,1688 1860,,1766
348,Jean Racine,Esther,b'15790-8.txt',1,0,1689,1891 1639,1689,
349,John Dryden,"The Poetical Works of John Dryden, Vol II",b'11578-8.txt',0,0,1689,,,1784
350,John Locke,"An Essay Concerning Humane Understanding, Volume II.",b'10616.txt',0,0,1689,,,1689
351,Christiaan Huygens,Treatise on Light,b'14725-8.txt',0,1,1690,1678,,1888
352,John Dryden,"The Poetical Works of John Dryden, Vol I",b'11488-8.txt',0,1,1690,1631,,1784
353,John Dryden,"The Works of John Dryden, Volume XVI. (of 18)",b'14947-8.txt',0,0,1690,1808,,1784
354,John Dryden,"The Works Of John Dryden, Volume 4 (of 18)",b'15349-8.txt',0,0,1690,1808,,1784
355,John Dryden,"The Works of John Dryden, Volume 5 (of 18)",b'16208-8.txt',0,0,1690,1808,,1784
356,John Dryden,"The  Works  Of  John Dryden, Vol. 7 (of 18)",b'16402-8.txt',0,0,1690,1808,,1784
357,John Dryden,"The Works of John Dryden, Vol. 6 (of 18)",b'16456-8.txt',0,0,1690,1808,,1784
358,,,b'5.txt',,,1690,,,
359,John Conrade Amman,The Talking Deaf Man,b'13014-8.txt',0,0,1692,1692,,
360,John Mason,"A Little Catechism, 1692",b'13274.txt',0,0,1692,1692,,1963
361,Edmund Spenser,"The Poetical Works of Edmund Spenser, Volume 5",b'10602-8.txt',0,0,1693,1591,,1590
362,Edmund Spenser,The Faerie Queene Volume 1,b'6930.txt',1,0,1693,1596 1989,,1590
363,Edmund Spenser,"Spenser's The Faerie Queene, Book I",b'15272-8.txt',0,0,1693,1921,1892,
364,Marcus Tullius Cicero,Cato Maior de Senectute,b'14945-0.txt',0,0,1693,1882,1481,
365,Marcus Tullius Cicero,Cicero's Tusculan Disputations,b'14988-8.txt',0,1,1693,1877,1873,
366,William Penn,A Brief Account of the Rise and Progress of the People Called Quakers,b'19377.txt',0,0,1694,1834,1694,
367,Duc de Saint-Simon,"The Memoirs of Louis XIV., Volume 2",b'3861.txt',0,0,1695,1695,,1857
368,John Greenleaf Whittier,The Boy Captives,b'879.txt',0,0,1695,1695,,1800
369,Charles Perrault,The Tales of Mother Goose,b'17208-8.txt',0,0,1696,1696,,1729
370,Robert Howlett,The School of Recreation (1696 edition),b'17727-8.txt',0,0,1696,1696,,
371,Thomas D'Urfey and Bossuet,Essays on the Stage,b'16335-8.txt',1,1,1698,1698 1948 1694,,
372,Edward Tyson,A Philological Essay Concerning the Pygmies of the Ancients,b'12850-8.txt',1,0,1699,1894 1670,,1699
373,John Evelyn,Acetaria: A Discourse of Sallets,b'15517-8.txt',1,1,1699,1937 1699,,1879
374,William Dampier,A Voyage to New Holland,b'15675.txt',0,0,1699,1699,1703,1929
375,William Dampier,A Continuation of a Voyage to New Holland,b'15685.txt',0,0,1699,1699,,1929
376,Samuel Pepys,"Diary of Samuel Pepys, Unabridged, Preface and Life",b'4117.txt',1,0,1700,1893 1825 1620,,1880
377,Samuel Pepys,"Diary of Samuel Pepys, Complete",b'4200.txt',1,0,1700,1893 1825 1620,,1880
378,Samuel Wesley,"Epistle to a Friend Concerning Poetry (1700) and the Essay on Heroic Poetry (second edition, 1697)",b'16506-8.txt',1,0,1700,1700 1947 1662 1735 1685,,1693
379,Tobias Smollett,The Adventures of Sir Launcelot Greaves,b'6758.txt',0,0,1700,,1700,
380,,,b'22.txt',,,1700,,,
381,Richard Hakluyt,"The Principal Navigations, Voyages, Traffiques, and Discoveries of",b'12693-8.txt',0,0,1701,1389,1903,
382,Richard Hakluyt,"The Principal Navigations, Voyages, Traffiques, and Discoveries of The English Nation, Vol. XII., America, Part I.",b'13605-8.txt',0,0,1701,1492,,
383,Richard Hakluyt,"The Principal Navigations, Voyages, Traffiques,",b'10673-8.txt',0,0,1701,,1903,
384,G. W.,"Magazine, or Animadversions on the English Spelling (1703)",b'20130-0.txt',1,0,1703,1703 1958,,1990
385,Lady Damaris Masham,Occasional Thoughts in Reference to a Vertuous or Christian life,b'13285.txt',0,0,1705,1705,,
386,Samuel Cobb,Discourse on Criticism and of Poetry (1707),b'14528-8.txt',1,0,1707,1707 1946 1675,,1875
387,Ibn Tufail,The Improvement of Human Reason,b'16831-8.txt',0,1,1708,1708,,
388,Ben Jonson,"Volpone; Or, The Fox",b'4039.txt',0,0,1709,1573,1709,1709
389,Duc de Saint-Simon,"The Memoirs of Louis XIV., Volume 7",b'3866.txt',0,0,1709,1709,,1857
390,Nicholas Rowe,Some Account of the Life of Mr. William Shakespear (1709),b'16275-8.txt',1,0,1709,1709 1948 1685,,1714
391,Susanna Centlivre,The Busie Body,b'16740-8.txt',1,0,1709,1709 1949 1667 1723,1797,1709
392,Thomas Baker,The Fine Lady's Airs (1709),b'14467-8.txt',1,0,1709,1709 1950 1701,,1699
393,G. W. Leibniz,Theodicy,b'17147-8.txt',1,1,1710,1875 1985 1646 1716 1800,,1718
394,,,b'25.txt',,,1710,,,
395,Addison and Steele,"The Spectator, Volume 2.",b'11010-8.txt',1,0,1711,1891 1711,,
396,Anthony Hamilton,"The Memoirs of Count Grammont, Volume 3",b'5411.txt',0,0,1713,1631,,1713
397,Anthony Hamilton,"The Memoirs of Count Grammont, Volume 1",b'5409.txt',1,0,1713,1805 1646,,1713
398,Anthony Hamilton,"The Memoirs of Count Grammont, Complete",b'5416.txt',1,0,1713,1805 1646,,1713
399,Anthony Hamilton,"The Memoirs of Count Grammont, Volume 2",b'5410.txt',0,0,1713,,,1713
400,Anthony Hamilton,"The Memoirs of Count Grammont, Volume 4",b'5412.txt',0,0,1713,,,1713
401,Anthony Hamilton,"The Memoirs of Count Grammont, Volume 5",b'5413.txt',0,0,1713,,,1713
402,Anthony Hamilton,"The Memoirs of Count Grammont, Volume 6",b'5414.txt',0,0,1713,,,1713
403,Anthony Hamilton,"The Memoirs of Count Grammont, Volume 7",b'5415.txt',0,0,1713,,,1713
404,Anthony Hamilton,Quotes and Images From Memoirs of Count Grammont,b'7560.txt',0,0,1713,,,1713
405,William Congreve,Incognita,b'2363.txt',0,0,1713,,1713,
406,Elizabeth Elstob,An Apology For The Study of Northern Antiquities,b'15329-8.txt',1,0,1715,1715 1956 1712 1948,,
407,Nicola Francesco Haym,Amadigi di Gaula,b'17440-8.txt',0,0,1715,1715,,1726
408,Isaac Watts,Divine Songs,b'13439.txt',0,0,1716,,1716,
409,Sir Richard Blackmore,Essay upon Wit,b'13484-8.txt',1,0,1716,1716 1946 1688,,1716
410,Duc de Saint-Simon,"The Memoirs of Louis XIV., Volume 12",b'3871.txt',0,0,1717,1717,,1857
411,Duc de Saint-Simon,"The Memoirs of Louis XIV., His Court and The Regency, Complete",b'3875.txt',0,0,1717,,,1857
412,Thomas Purney,A Full Enquiry into the Nature of the Pastoral (1717),b'15313-8.txt',1,0,1717,1717 1948,,
413,Daniel Defoe,A Vindication of the Press,b'14084-8.txt',1,0,1718,1718 1951,,1
414,"Elizabeth-Charlotte, Duchesse d'Orleans","The Memoirs of Louis XIV. and the Regency, Book IV.",b'3858.txt',0,0,1718,1718,,
415,Aaron Hill,"'Of Genius', in The Occasional Paper, and Preface to The Creation",b'15870-8.txt',1,0,1719,1719 1949,,1987
416,Daniel Defoe,"The Life and Most Surprising Adventures of Robinson Crusoe, of",b'11866-8.txt',1,0,1719,1801 1719,1811,1
417,Daniel Defoe,The Life and Adventures of Robinson Crusoe (1808),b'12623.txt',1,0,1719,1808 1719 1663,,1
418,Daniel Defoe,Memoirs of Major Alexander Ramkins (1718),b'14442.txt',0,0,1719,1719,,1
419,Duc de Saint-Simon,"The Memoirs of Louis XIV., Volume 13",b'3872.txt',0,0,1719,1719,,1857
420,Daniel Defoe,Memoirs of a Cavalier,b'12259-8.txt',1,0,1720,1632 1922 1720 1651,1720,
421,Daniel Defoe,Dickory Cronke,b'2051.txt',1,0,1720,1889 1720,,1
422,Daniel Defoe,History of the Plague in London,b'17221-8.txt',1,0,1720,1894 1665,1894,
423,Duc de Saint-Simon,"The Memoirs of Louis XIV., Volume 14",b'3873.txt',0,0,1720,1720,,1857
424,Duc de Saint-Simon,"The Memoirs of Louis XIV., Volume 1",b'3860.txt',0,0,1720,,,1857
425,Duc de Saint-Simon,"The Memoirs of Louis XIV., Volume 3",b'3862.txt',0,0,1720,,,1857
426,Duc de Saint-Simon,"The Memoirs of Louis XIV., Volume 4",b'3863.txt',0,0,1720,,,1857
427,Duc de Saint-Simon,"The Memoirs of Louis XIV., Volume 5",b'3864.txt',0,0,1720,,,1857
428,Duc de Saint-Simon,"The Memoirs of Louis XIV., Volume 6",b'3865.txt',0,0,1720,,,1857
429,Duc de Saint-Simon,"The Memoirs of Louis XIV., Volume 8",b'3867.txt',0,0,1720,,,1857
430,Duc de Saint-Simon,"The Memoirs of Louis XIV., Volume 9",b'3868.txt',0,0,1720,,,1857
431,Duc de Saint-Simon,"The Memoirs of Louis XIV., Volume 10",b'3869.txt',0,0,1720,,,1857
432,Duc de Saint-Simon,"The Memoirs of Louis XIV., Volume 11",b'3870.txt',0,0,1720,,,1857
433,Duc de Saint-Simon,"The Memoirs of Louis XIV., Volume 15",b'3874.txt',0,0,1720,,,1857
434,Pichatty de Croissainte,"A brief Journal of what passed in the City of Marseilles, while it was afflicted with the Plague, in the Year 1720",b'45673-8.txt',0,1,1720,1720,,
435,Sir John Falstaffe,The Theater (1720),b'15999-8.txt',1,0,1720,1720 1948,,
436,Daniel Defoe,A Journal of the Plague Year,b'376.txt',0,0,1722,1665,1722,1
437,Samuel Johnson [AKA Hurlo Thrumbo],The Merry-Thought: or the Glass-Window and Bog-House Miscellany. Part 1,b'20558.txt',0,0,1722,1722,,
438,Joshua Reynolds,Seven Discourses on Art,b'2176.txt',1,0,1723,1901 1723,,1905
439,Daniel Defoe,The History of the Remarkable Life of John Sheppard,b'14065.txt',0,0,1724,,1724,
440,Lady Mary Wortley Montague,Letters of the Right Honourable Lady M--y W--y M--e,b'17520.txt',0,0,1724,1724,,
441,Daniel Defoe,Everybody's Business is Nobody's Business,b'2052.txt',1,0,1725,1889 1725,1725,
442,Jacques Casanova de Seingalt,Venetian Years: Childhood And Adolescence,b'2951.txt',1,0,1725,1725 1798 1894 1755,,
443,Jacques Casanova de Seingalt,Venetian Years: A Cleric in Naples,b'2952.txt',1,0,1725,1725 1798 1894,,
444,Jacques Casanova de Seingalt,Venetian Years: Military Career,b'2953.txt',1,0,1725,1725 1798 1894,,
445,Jacques Casanova de Seingalt,Venetian Years: Return to Venice,b'2954.txt',1,0,1725,1725 1798 1894,,
446,Jacques Casanova de Seingalt,Venetian Years: Milan and Mantua,b'2955.txt',1,0,1725,1725 1798 1894,,
447,Jacques Casanova de Seingalt,To Paris And Prison: Paris,b'2956.txt',1,0,1725,1725 1798 1894,,
448,Jacques Casanova de Seingalt,To Paris And Prison: Venice,b'2957.txt',1,1,1725,1725 1798 1894,,
449,Jacques Casanova de Seingalt,To Paris And Prison: Convent Affairs,b'2958.txt',1,0,1725,1725 1798 1894,,
450,Jacques Casanova de Seingalt,To Paris And Prison: The False Nun,b'2959.txt',1,0,1725,1725 1798 1894,,
451,Jacques Casanova de Seingalt,To Paris And Prison: Under the Leads,b'2960.txt',1,0,1725,1725 1798 1894,,
452,Jacques Casanova de Seingalt,The Eternal Quest: Paris And Holland,b'2961.txt',1,0,1725,1725 1798 1894 1757,,
453,Jacques Casanova de Seingalt,The Eternal Quest: Return to Paris,b'2962.txt',1,0,1725,1725 1798 1894 1753,,
454,Jacques Casanova de Seingalt,The Eternal Quest: Holland and Germany,b'2963.txt',1,0,1725,1725 1798 1894,,
455,Jacques Casanova de Seingalt,The Eternal Quest: Switzerland,b'2964.txt',1,0,1725,1725 1798 1894,,
456,Jacques Casanova de Seingalt,The Eternal Quest: With Voltaire,b'2965.txt',1,0,1725,1725 1798 1894,,
457,Jacques Casanova de Seingalt,Adventures In The South: Depart Switzerland,b'2966.txt',1,0,1725,1725 1798 1894,,
458,Jacques Casanova de Seingalt,Adventures In The South: Return to Italy,b'2967.txt',1,1,1725,1725 1798 1894,,
459,Jacques Casanova de Seingalt,Adventures In The South: Return to Naples,b'2968.txt',1,0,1725,1725 1798 1894,,
460,Jacques Casanova de Seingalt,Adventures In The South: Back Again to Paris,b'2969.txt',1,0,1725,1725 1798 1894,,
461,Jacques Casanova de Seingalt,Adventures In The South: Milan,b'2970.txt',1,0,1725,1725 1798 1894,,
462,Jacques Casanova de Seingalt,In London And Moscow: To London,b'2972.txt',1,0,1725,1725 1798 1894,,
463,Jacques Casanova de Seingalt,In London And Moscow: Flight from London to Berlin,b'2974.txt',1,0,1725,1725 1798 1894,,
464,Jacques Casanova de Seingalt,Spanish Passions: Spain,b'2976.txt',1,0,1725,1725 1798 1894,,
465,Jacques Casanova de Seingalt,Spanish Passions: Expelled from Spain,b'2977.txt',1,0,1725,1725 1798 1894,,
466,Jacques Casanova de Seingalt,Spanish Passions: Return to Rome,b'2978.txt',1,0,1725,1725 1798 1894,,
467,Jacques Casanova de Seingalt,Spanish Passions: Florence to Trieste,b'2979.txt',1,1,1725,1725 1798 1894,,
468,Jacques Casanova de Seingalt,Spanish Passions: Old Age and Death,b'2980.txt',1,0,1725,1725 1798 1894,,
469,Jacques Casanova de Seingalt,"The Memoires of Casanova, Complete",b'2981.txt',1,0,1725,1725 1798 1894,,
470,Marcus Tullius Cicero,Academica,b'14970-0.txt',1,0,1725,1874 1725 1810 1861,1725,
471,,,b'26.txt',,,1725,,,
472,Daniel Defoe,The Complete English Tradesman (1839 ed.),b'14444-8.txt',1,0,1726,1726 1839,,1
473,John Milton,Milton's Comus,b'19819-0.txt',0,0,1726,1891,1891,1605
474,John Milton,Areopagitica,b'608.txt',0,0,1726,,1644,
475,John Milton,"L'Allegro, Il Penseroso, Comus, and Lycidas",b'397.txt',0,0,1726,,1900,
476,Jonathan Swift,Gulliver's Travels,b'17157-8.txt',1,0,1726,1900 1726,1726,
477,Jonathan Swift,"The Prose Works of Jonathan Swift, Vol. III.: Swift's Writings on Religion and the Church, Vol. I.",b'12252-8.txt',0,0,1726,1898,,1726
478,Jonathan Swift,"The Prose Works of Jonathan Swift, D. D., Volume IV:",b'12746-8.txt',0,0,1726,1898,,1726
