,Author,Book,Filename,Optional years exist,Translated,Year,Years (optional),Scraped Year,Scraped Author
9573,Mary F. Porter,Applied Psychology for Nurses,b'18843-8.txt',0,1,1921,1921,1921,
9574,Mary Grant Bruce,Back To Billabong,b'7047.txt',0,0,1921,1921,,1922
9575,Mary Roberts Rinehart,Sight Unseen,b'1960.txt',0,0,1921,,1921,
9576,Mary Roberts Rinehart,More Tish,b'19851-8.txt',0,0,1921,1921,1921,
9577,Max Brand,Gunman's Reckoning,b'10066-8.txt',0,0,1921,1921,,1989
9578,Max Brand,Bull Hunter,b'10324.txt',0,0,1921,,1981,1989
9579,Max Brand,Ronicky Doone,b'11880-8.txt',0,0,1921,1921,1993,1989
9580,"Melvin Moses Knight, Iva Lowther Peters, and Phyllis Mary Blanchard",Taboo and Genetics,b'14325-8.txt',0,0,1921,1921,,
9581,Mrs. Belloc Lowndes,From Out the Vasty Deep,b'11581-8.txt',0,0,1921,1921,,1916
9582,Nellie L. McClung,Purple Springs,b'10221.txt',0,0,1921,1921,1921,
9583,Nephi Anderson,Dorian,b'12684.txt',0,0,1921,1921,1921,
9584,Octavus Roy Cohen,Midnight,b'11043-8.txt',0,0,1921,1921,1922,1922
9585,Parker Fillmore,The Laughing Prince,b'19713.txt',0,0,1921,1921,1921,
9586,Paul L. Vogt,Church Cooperation in Community Life,b'26114.txt',0,0,1921,1921,1921,
9587,Percy Addleshaw,Bell's Cathedrals: The Cathedral Church of Exeter,b'19424-8.txt',0,0,1921,1921,,1909
9588,Percy Keese Fitzhugh,Tom Slade on Mystery Trail,b'18180-8.txt',0,0,1921,1921,,1922
9589,Percy Lubbock,The Craft of Fiction,b'18961-8.txt',0,0,1921,1921,1921,
9590,Peter B. Kyne,The Go-Getter,b'12257-8.txt',0,0,1921,,1921,
9591,Peter B. Kyne,The Pride of Palomar,b'16674-8.txt',0,0,1921,,1921,
9592,R. Cadwallader Smith,Within the Deep,b'10617.txt',0,0,1921,,,
9593,R. Cadwallader Smith,On the Seashore,b'10513.txt',0,0,1921,,,
9594,Rafael Sabatini,Scaramouche,b'1947-8.txt',0,0,1921,,1921,
9595,Ralph Connor,To Him That Hath,b'3244.txt',0,0,1921,,1921,
9596,Robert Keable,Simon Called Peter,b'14579-8.txt',0,0,1921,1921,1921,
9597,Robert Lynd,The Pleasures of Ignorance,b'13448.txt',0,0,1921,1921,,
9598,Robert Lynd,The Art of Letters,b'13764-8.txt',0,0,1921,1921,,1922
9599,Robert Nathan,Autumn,b'18079.txt',0,0,1921,1921,1921,
9600,Rose Macaulay,Dangerous Ages,b'16799-8.txt',0,0,1921,1921,1921,
9601,Ruby M. Ayres,The Second Honeymoon,b'17446-8.txt',0,0,1921,1921,1921,
9602,Samuel Hopkins Adams,Success,b'15431-8.txt',0,0,1921,1921,1921,
9603,Sara Ware Bassett,Flood Tide,b'18902-8.txt',0,0,1921,1921,1921,
9604,Sheila Kaye-Smith,Joanna Godden,b'15779-8.txt',0,0,1921,1921,1921,
9605,Shepherd Knapp,The Christmas Dinner,b'14508.txt',0,0,1921,1921,,1909
9606,Shepherd Knapp,Down the Chimney,b'14785.txt',0,0,1921,1921,,1909
9607,Shepherd Knapp,Up the Chimney,b'14786.txt',0,0,1921,,,1909
9608,Sutton and Sons,"The Culture of Vegetables and Flowers From Seeds and Roots, 16th Edition",b'16232-0.txt',0,0,1921,1921,,1888
9609,T. Woodhouse and P. Kilgour,The Jute Industry: From Seed to Finished Cloth,b'12443-8.txt',0,0,1921,1921,,
9610,Talbot Mundy,Caesar Dies,b'10422.txt',0,0,1921,,,1916
9611,Talbot Mundy,Affair in Araby,b'10551.txt',0,0,1921,,,1916
9612,Temple Bailey,The Gay Cockade,b'16433-8.txt',0,0,1921,1921,,1917
9613,Terence J. MacSwiney,Principles of Freedom,b'13132-8.txt',1,0,1921,1921 1798,1921,
9614,Theodore Graebner,Evolution,b'19321.txt',0,0,1921,1921,1922,1922
9615,Thomas Clark Hinkle,How to Eat,b'19762-8.txt',0,0,1921,1921,1921,
9616,Thornton W. Burgess,The Adventures of Lightfoot the Deer,b'19079.txt',0,0,1921,1921,,1913
9617,Vance Barnum,Frank and Andy Afloat,b'19601.txt',0,0,1921,1921,,
9618,Various,O. Henry Memorial Award Prize Stories of 1921,b'11512-8.txt',1,0,1921,1921 1871 1919,,1839
9619,Various,Famous Modern Ghost Stories,b'15143-8.txt',0,0,1921,1921,,1839
9620,Various,The Atlantic Book of Modern Plays,b'16435-8.txt',0,0,1921,1921,,1839
9621,Various,Lists of Stories and Programs for Story Hours,b'17202-8.txt',0,0,1921,1921,,1839
9622,Various,The Haunters & The Haunted,b'17953-8.txt',0,0,1921,1921,,1839
9623,Various,Great Sea Stories,b'18405-8.txt',0,0,1921,1921,,1839
9624,Various,The Best Short Stories of 1921 and the Yearbook of the American Short Story,b'18709-8.txt',0,0,1921,1921,,1839
9625,Various,American Cookery,b'26032-8.txt',0,0,1921,1921,,1839
9626,Vicente Blasco Ibañez,The Torrent,b'11674-8.txt',0,0,1921,1921,,
9627,Vicente Blasco Ibanez,The Torrent,b'11674.txt',0,0,1921,1921,1921,
9628,Victor Appleton,Tom Swift among the Fire Fighters,b'1363.txt',0,0,1921,,1921,
9629,Victor Mapes (AKA Maveric Post),Heart and Soul,b'19432-8.txt',0,0,1921,1921,,
9630,Wade C. Smith,"""Say Fellows--""",b'16763.txt',0,0,1921,1921,,
9631,Walter Poole Littlechild,A Short Account of King's College Chapel,b'26167-8.txt',0,0,1921,1921,1921,
9632,William Le Queux,Mademoiselle of Monte Carlo,b'4694.txt',0,0,1921,1921,1921,
9633,William MacLeod Raine,Gunsight Pass,b'14574-8.txt',0,0,1921,1921,1921,
9634,William MacLeod Raine,Tangled Trails,b'17066-8.txt',0,0,1921,1921,1921,
9635,William Patterson White,The Heart of the Range,b'10473-8.txt',0,0,1921,1921,1921,
9636,Zane Grey,The Mysterious Rider,b'13937-8.txt',0,0,1921,1921,1921,
9637,Zane Grey,To the Last Man,b'2070.txt',0,0,1921,,1921,
9638,Zitkala-Sa,American Indian stories,b'10376-8.TXT',0,0,1921,1921,1921,
9639,,Beowulf,b'16328.txt',0,0,1921,,1921,
9640,A. A. Milne,The Red House Mystery,b'1872.txt',0,0,1922,,1922,
9641,A. P. Mukerji,The Doctrine and Practice of Yoga,b'13300.txt',0,0,1922,1922,,1911
9642,Ahmed Hussain,Notes on Islam,b'25254-0.txt',0,0,1922,1922,1922,
9643,Alice B. Emerson,Betty Gordon at Mountain Camp,b'14546-8.txt',0,0,1922,1922,,1920
9644,Alice B. Van Doren,Lighted to Lighten: The Hope of India,b'12062.txt',0,0,1922,1922,,
9645,Alice Bradley,For Luncheon and Supper Guests,b'10582-8.txt',0,0,1922,1923,1922,
9646,Anatole France,Monsieur Bergeret in Paris,b'49414-0.txt',0,0,1922,,1922,
9647,Anton Checkov,Swan Song,b'1753.txt',0,1,1922,1860,,1915
9648,Anton Checkov,Uncle Vanya,b'1756.txt',0,0,1922,,1984,
9649,Anton Checkov,The Sea-Gull,b'1754.txt',0,0,1922,,,1915
9650,Anton Checkov,Ivanoff,b'1755-8.txt',0,0,1922,,,1915
9651,Anton Chekhov,Love and Other Stories,b'13414-8.txt',0,1,1922,,1922,
9652,Anton Chekhov,The Cook's Wedding and Other Stories,b'13417-8.txt',0,1,1922,,1922,
9653,Apolinario Mabini,Mabini's Decalogue for Filipinos,b'14660.txt',1,0,1922,1922 1864,,1900
9654,Arthur Benton Sanford,An Easter Disciple,b'12671.txt',0,0,1922,1922,1922,
9655,Arthur J. Rees,The Moon Rock,b'12509-8.txt',0,0,1922,1922,1922,
9656,Arthur Preston Hankins,The She Boss,b'19129-8.txt',0,1,1922,1922,,1921
9657,Baroness Emmuska Orczy,Castles in the Air,b'12461-8.txt',0,0,1922,,1922,
9658,Barrett Willoughby,Where the Sun Swings North,b'19747.txt',0,0,1922,1922,1922,
9659,Basil Mathews,The Book of Missionary Heroes,b'16657-8.txt',0,0,1922,1922,1922,
9660,Bayard Veiller,The Thirteenth Chair,b'14095-8.txt',0,0,1922,1922,1922,
9661,Ben Hecht,Fantazius Mallare,b'27261-8.txt',0,0,1922,1922,1922,
9662,Bertrand Russell,The Problem of China,b'13940-8.txt',1,1,1922,1922 1966 1914,1922,
9663,Bertrand W. Sinclair,The Hidden Places,b'18150-8.txt',0,0,1922,1922,1922,
9664,Booth Tarkington,Gentle Julia,b'18259-8.txt',0,0,1922,1922,1922,
9665,Bret Harte,Dickens in Camp,b'12337.txt',0,0,1922,1922,,1869
9666,Bruce S. Wright,The Children's Six Minutes,b'14411.txt',0,0,1922,1922,1922,
9667,Burton J. Hendrick,"The Life and Letters of Walter H. Page, Volume I",b'17017-8.txt',1,0,1922,1922 1824 1899,,1937
9668,Catherine Cotton,Experience,b'49400-0.txt',0,0,1922,1922,,
9669,Charles Alden Seltzer,Square Deal Sanderson,b'16597-8.txt',0,0,1922,1922,,1934
9670,Charles E. Pearce,Madame Flirt,b'18547-8.txt',0,0,1922,1922,,1900
9671,Charles H. Sylvester,"Journeys Through Bookland, Vol. 6",b'21864-8.txt',0,1,1922,1922,,1922
9672,Charles Lathrop Pack,The School Book of Forestry,b'11587-8.txt',0,0,1922,1922,1922,
9673,Charles Pierson,Our Changing Constitution,b'14104-8.txt',0,0,1922,1922,1922,
9674,Charles Sylvester,"Journeys Through Bookland, Vol. 5",b'11250-8.txt',0,0,1922,1922,,1922
9675,Chevalier Jackson,Bronchoscopy and Esophagoscopy,b'19261.txt',0,0,1922,1922,1922,
9676,Clarence Darrow,Crime: Its Cause and Treatment,b'12027-8.txt',0,0,1922,1922,,1922
9677,Clive Bell,Since Cezanne,b'13395.txt',0,0,1922,,1922,
9678,Committee Of The Board Of Health,Venereal Diseases in New Zealand (1922),b'15352-0.txt',1,0,1922,1922 1869 1915,,1913
9679,Compton MacKenzie,The Altar Steps,b'14739-0.txt',0,0,1922,1922,1922,
9680,Coningsby Dawson,Christmas Outside of Eden,b'15552.txt',0,0,1922,1922,,1918
9681,Creever & Bachelor,The Century Vocabulary Builder,b'10073-8.txt',0,0,1922,,,
9682,David C. Taylor,The Psychology of Singing,b'21957-8.txt',0,0,1922,1922,,
9683,David Cory,The Cruise of the Noah's Ark,b'18655.txt',0,0,1922,1922,1922,
9684,David Garnett,Lady Into Fox,b'10337.txt',0,0,1922,1922,,1953
9685,Dillon Wallace,The Story of Grenfell of the Labrador,b'16809.txt',0,0,1922,1922,1922,
9686,Donald Lemen Clark,Rhetoric and Poetry in the Renaissance,b'10140-0.txt',1,1,1922,1922 1553 1641,,
9687,DuBose Heyward and Hervey Allen,Carolina Chansons,b'16064-8.txt',0,0,1922,1922,,
9688,E. Phillips Oppenheim,The Great Prince Shan,b'13123-8.txt',0,0,1922,1922,1922,
9689,E. T. C. Werner,Myths and Legends of China,b'15250-8.txt',0,1,1922,1922,,1922
9690,Eden Phillpotts,The Red Redmaynes,b'14167-8.txt',0,0,1922,1922,1922,
9691,Edgar A. Guest,Making the House a Home,b'10393.txt',0,0,1922,1922,1922,
9692,Edgar Lee Masters,Children of the Market Place,b'15534-8.txt',1,0,1922,1922 1815,1922,
9693,Edison Marshall,The Sky Line of Spruce,b'11402-8.txt',0,0,1922,1922,,1953
9694,Edited by James Weldon Johnson,The Book of American Negro Poetry,b'11986-8.txt',0,0,1922,1922,,
9695,Edmund Deane,Spadacrene Anglica,b'16417-0.txt',1,0,1922,1922 1626 1130 1775,1922,
9696,Edric Holmes,Wanderings in Wessex,b'11410-8.txt',0,0,1922,,1922,
9697,Edric Holmes,Seaward Sussex,b'12585-8.txt',0,0,1922,,,1922
9698,Edward Dyson,The Missing Link,b'17129-8.txt',0,0,1922,1922,,1901
9699,Edwin Bjorkman,The Soul of a Child,b'12283-8.txt',0,0,1922,1922,,
9700,Elizabeth Bibesco,Balloons,b'15156-8.txt',0,0,1922,,1922,
9701,Elizabeth Madox Roberts,Under the Tree,b'20909.txt',0,0,1922,1922,1922,
9702,Elizabeth von Arnim,The Enchanted April,b'16389-8.txt',0,0,1922,1000,1922,
9703,Ellen Glasgow,One Man in His Time,b'15603-8.txt',0,0,1922,1922,1922,
9704,Emerson Hough,The Covered Wagon,b'13384-8.txt',0,0,1922,1922,1922,
9705,Emil Lucka,The Evolution of Love,b'17699-8.txt',0,0,1922,,1922,
9706,Emile Coué,Self Mastery Through Conscious Autosuggestion,b'27203-8.txt',0,1,1922,1922,,
9707,Emile Coue,Self Mastery Through Conscious Autosuggestion,b'27203.txt',0,1,1922,1922,,
9708,Emily Post,Etiquette,b'14314-8.txt',0,0,1922,1922,1923,1923
9709,Enos Herbert Glynne Roberts,"The Story of the ""9th King's"" in France",b'16974-8.txt',1,0,1922,1922 1859,1922,
9710,Ernest Bramah,Kai Lung's Golden Hours,b'1267.txt',0,0,1922,1922,1922,
9711,Ernest Raymond,Tell England,b'15033-8.txt',0,0,1922,1922,1922,
9712,Ethel M. Dell,Charles Rex,b'13960-8.txt',0,0,1922,1922,1922,
9713,Ethel M. Dell,The Odds,b'16380-8.txt',0,0,1922,1922,,1920
9714,Ettie A. Rout,Safe Marriage,b'16135-8.txt',0,0,1922,1922,,
9715,Evelyn Underhill,The Life of the Spirit and the Life of To-day,b'15082-8.txt',0,0,1922,1922,1922,
9716,F. Scott Fitzgerald,Tales of the Jazz Age,b'6695-8.txt',0,0,1922,1922,1922,
9717,Fabian Franklin,What Prohibition Has Done to America,b'17417.txt',0,0,1922,1922,1922,
9718,Fannie Hurst,The Vertical City,b'12659-8.txt',0,0,1922,1922,1922,
9719,Fay-Cooper Cole,The Tinguian,b'12849-8.txt',0,0,1922,1922,1922,
9720,Florence E. Barrett,Conception Control and Its Effects on the Individual and the Nation,b'13906-8.txt',0,0,1922,1922,,1974
9721,Frances Hodgson Burnett,Robin,b'18945-8.txt',0,0,1922,1922,1922,
9722,Francesco Saverio Nitti,Peaceless Europe,b'10090-8.txt',0,0,1922,1922,1922,
9723,Frederick George Scott,The Great War As I Saw It,b'19857-8.txt',0,0,1922,1922,1922,
9724,Freeman Wills Crofts,The Pit Prop Syndicate,b'2013.txt',0,0,1922,,1922,
9725,G. K. Chesterton,What I Saw in America,b'27250-8.txt',0,0,1922,,1922,
9726,G.K. Chesterton,The Man Who Knew Too Much,b'1720.txt',0,0,1922,,1922,
9727,Gene Stratton-Porter,The Fire Bird,b'35188-8.txt',0,0,1922,1922,1922,
9728,George Edmundson,History of Holland,b'14971-8.txt',0,0,1922,1922,1922,
9729,George Ellery Hale,The New Heavens,b'19395-8.txt',0,0,1922,1922,,1915
9730,George Ethelbert Walsh,"Bumper, The White Rabbit",b'18648-0.txt',0,0,1922,1922,1922,
9731,George Henry Tilton,The Fern Lover's Companion,b'11365-8.txt',0,0,1922,,1922,
9732,George Looms,Stubble,b'25158-8.txt',0,1,1922,1922,,
9733,Gerald Baldwin,Grey Town,b'26034-8.txt',0,0,1922,1922,1922,
9734,Gerald Breckenridge,The Radio Boys on the Mexican Border,b'14278.txt',0,0,1922,1922,1922,
9735,Gerard Fowke,Archeological Investigations,b'18931-8.txt',0,0,1922,1922,1922,
9736,H. A. Cody,The King's Arrow,b'16698-8.txt',1,0,1922,1922 1783,1922,
9737,H. G. Wells,The Secret Places of the Heart,b'1734.txt',0,0,1922,1922,1922,
9738,H. R. Haggard,The Virgin of the Sun,b'3153-8.txt',1,0,1922,1922 1702,,
9739,Hal G. Evarts,The Settling of the Sage,b'18856.txt',0,0,1922,1922,1922,
9740,Harold Begbie,Painted Windows,b'14996-8.txt',0,0,1922,1922,1922,
9741,Harriette Brower,The World's Great Men of Music,b'13291-8.txt',0,0,1922,1922,,1920
9742,Harry Kemp,Tramping on Life,b'15415-8.txt',0,0,1922,1922,1922,
9743,Havelock Ellis,Little Essays of Love and Virtue,b'15687-8.txt',0,0,1922,1922,,1908
9744,Henry James,The Beldonald Holbein,b'2366.txt',0,0,1922,1922,,1881
9745,Henry James,The Patagonia,b'2427.txt',0,0,1922,1922,,1881
9746,Henry Major Tomlinson,Waiting for Daylight,b'27246-8.txt',0,0,1922,1922,,
9747,Herbert Quick,Vandemark's Folly,b'12179-8.txt',0,0,1922,1922,,1868
9748,Hiram Bingham,Inca Land,b'10772-8.txt',0,0,1922,1922,1922,
9749,Homer Heath Nugent,A Book of Exposition,b'13910.txt',0,1,1922,1922,1922,
9750,Honoré Willsie,Judith of the Godless Valley,b'14331.txt',0,0,1922,1922,,
9751,Hubert D. Henderson,Supply and Demand,b'10612-8.txt',0,0,1922,1922,1922,
9752,I. A. R. Wylie,The Dark House,b'13546.txt',0,0,1922,1922,1922,
9753,Irving Bacheller,In the Days of Poor Richard,b'15608-8.txt',0,0,1922,1922,1922,
9754,Isabel Ecclestone Mackay,Fires of Driftwood,b'12475.txt',0,0,1922,1922,1922,
9755,J. G. H. Barry,Our Lady Saint Mary,b'12624-8.txt',0,0,1922,1922,,1919
9756,J. S. Fletcher,The Rayner-Slade Amalgamation,b'10443-8.txt',0,0,1922,1922,1922,
9757,J. W. Dafoe,Laurier: A Study in Canadian Politics,b'15509-8.txt',0,0,1922,1922,,1922
9758,J. W. Duffield,The Radio Boys in the Thousand Islands ,b'12878.txt',0,0,1922,1922,,1913
9759,J.W. Robertson Scott,The Foundations of Japan,b'14613-0.txt',0,0,1922,1922,1922,
9760,Jack London,Stories of Ships and the Sea,b'18062-8.txt',1,0,1922,1169 1922,,
9761,Jack London,Dutch Courage and Other Stories,b'14449-8.txt',0,0,1922,1924,1922,
9762,Jackson Gregory,The Everlasting Whisper,b'10213-8.txt',0,0,1922,,,1921
9763,Jacob Grimm and Wilhelm Grimm,Grimm's Fairy Stories,b'11027.txt',0,0,1922,1922,,2005
9764,James Gray,Sutherland and Caithness in Saga-Time,b'15856-8.txt',1,0,1922,1922 1231 1014,1922,
9765,James Hendryx,The Challenge of the North,b'18366.txt',0,0,1922,1922,,1918
9766,James M. Beck,The Constitution of the United States,b'10065-8.txt',0,0,1922,1922,,1916
9767,Jane Abbott,Red-Robin,b'19057-8.txt',0,0,1922,1922,1922,
9768,Joan Conquest,The Hawk of Egypt,b'15721-8.txt',0,0,1922,1922,,1920
9769,John Burroughs,The Last Harvest,b'18903-8.txt',0,0,1922,1922,1922,
9770,John F. Porte,Edward MacDowell,b'14185-8.txt',0,0,1922,1922,,
9771,John Holladay Latane,"From Isolation to Leadership, Revised",b'18553-8.txt',0,0,1922,1922,,1937
9772,John Hugh Bowers,Life of Abraham Lincoln,b'19404.txt',1,0,1922,1922 1635 1778,1922,
9773,John Mark,Jesus of Nazareth - A Biography,b'18513.txt',0,0,1922,1922,,1992
9774,John Matthews Manly and Edith Rickert,Contemporary American Literature,b'18625-8.txt',0,0,1922,1922,,
9775,John P. Marquand,The Unspeakable Gentleman ,b'10109.txt',1,0,1922,1922 1805,1922,
9776,John T. Goolrick,Historic Fredericksburg,b'39403-8.txt',0,0,1922,1922,1922,
9777,Joris-Karl Huysmans,Against The Grain,b'12341.txt',0,1,1922,,1922,
9778,Joseph A. Altsheler,The Riflemen of the Ohio,b'25998-8.txt',0,0,1922,1922,,1913
9779,Josephine A. Jackson and Helen M. Salisbury,Outwitting Our Nerves,b'14980-8.txt',0,0,1922,1922,,
9780,Katherine M. H. Blackford and Arthur Newcomb,Analyzing Character,b'12649-8.txt',0,0,1922,1922,,
9781,Kirk Munroe and J. Finnemore,At War with Pontiac,b'19223-8.txt',0,0,1922,1922,,
9782,L. H. Bailey,The Apple-Tree,b'26132-8.txt',0,0,1922,1922,1922,
9783,Lafcadio Hearn,Books and Habits from the Lectures of Lafcadio Hearn,b'14338-8.txt',0,0,1922,1922,,1904
9784,Laura Lee Hope,The Bobbsey Twins at the County Fair,b'16756.txt',0,0,1922,1922,1922,
9785,Laura Lee Hope,The Story of a Stuffed Elephant,b'19425.txt',0,0,1922,1922,,1930
9786,Lew Lysle Harr,Pung Chow,b'27318.txt',0,0,1922,1922,1922,
9787,Lillian Nicholson Shearon,The Little Mixer,b'21830.txt',0,0,1922,1922,1922,
9788,Lord Dunsany,Plays of Near & Far,b'19393-0.txt',0,0,1922,,1922,
9789,"Louis Berman, M.D.",The Glands Regulating Personality,b'10266-8.txt',1,0,1922,1922 1620,,
9790,Louis John Stellman,Port O' Gold,b'12560-8.txt',0,0,1922,1922,,
9791,Luke Allan,The Return of Blue Pete,b'25230-8.txt',0,0,1922,1922,1922,
9792,Lytton Strachey,Books and Characters,b'12478-8.txt',0,0,1922,1922,1922,
9793,M. Leonora Eyles,Captivity,b'15527-8.txt',0,0,1922,1922,,
9794,Mahatma Gandhi,Freedom's Battle,b'10366.txt',0,0,1922,1922,1922,
9795,Manuel Eduardo  De Gorostiza,Contigo Pan y Cebolla,b'12368-8.txt',1,0,1922,1922 1581 1639,,1818
9796,Margaret Sanger,The Pivot of Civilization,b'1689.txt',0,0,1922,,1922,
9797,Margaret Wade Campbell Deland,The Vehement Flame,b'15927-8.txt',0,0,1922,1922,1922,
9798,Max Brand,The Rangeland Avenger,b'10601.txt',0,0,1922,1922,1985,1989
9799,Max Brand,Alcatraz,b'11195-8.txt',0,0,1922,1922,1922,
9800,May Sinclair,Anne Severn and the Fieldings,b'10817.txt',0,0,1922,1922,1922,
9801,Mazo de la Roche,Explorers of the Dawn,b'25283-8.txt',0,0,1922,1922,1922,
9802,Mrs. Leighton,Fleur and Blanchefleur,b'14628-8.txt',0,1,1922,1922,,1922
9803,Norman Springer,The Blood Ship,b'17414.txt',0,0,1922,1922,1922,
9804,P. G. Wodehouse,"Right Ho, Jeeves",b'10554-8.txt',0,0,1922,1922,,1910
9805,Percy Keese Fitzhugh,Pee-wee Harris on the Trail,b'15750.txt',0,0,1922,,1922,
9806,Percy Keese Fitzhugh,Pee-Wee Harris Adrift,b'17767-8.txt',0,0,1922,1922,1922,
9807,Percy Keese Fitzhugh,Tom Slade's Double Dare,b'19590-8.txt',0,0,1922,1922,1922,
9808,Percy Keese Fitzhugh,Pee-wee Harris,b'9833.txt',0,0,1922,,1922,
9809,Peter Nielsen,The Black Man's Place in South Africa,b'14900-8.txt',0,0,1922,1922,1922,
9810,Ralph Adams Cram,Towards the Great Peace,b'10642-8.txt',0,0,1922,1922,1922,
9811,Ramy Allison White,Sunny Boy and His Playmates,b'17902.txt',0,0,1922,1922,,
9812,Randall Parrish,The Case and The Girl,b'12357-8.txt',0,0,1922,1922,1922,
9813,Richard Le Gallienne,A Jongleur Strayed,b'17619-8.txt',0,1,1922,1922,,1891
9814,Richmal Crompton,More William,b'17125-8.txt',0,0,1922,1922,,1900
9815,Ridgwell Cullum,The Man in the Twilight,b'14756-8.txt',0,0,1922,1922,1924,1917
9816,Robert C. Benchley,Love Conquers All,b'15851-8.txt',0,0,1922,1922,,
9817,Robert Hichens,December Love,b'6616.txt',0,0,1922,,1922,
9818,Ronald McNeill,Ulster's Stand For Union,b'14326-8.txt',0,0,1922,1922,1922,
9819,Roy J. Snell,Curlie Carson Listens In,b'19351.txt',0,0,1922,1922,1922,
9820,Sam Cowan,Sergeant York And His People,b'19117.txt',1,0,1922,1847 1610 1922,1922,1982
9821,Samuel A. Derieux,Frank of Freedom Hill,b'25991-8.txt',0,0,1922,1922,,
9822,Samuel Hopkins Adams,From a Bench in Our Square,b'10944-8.txt',0,0,1922,1922,1922,
9823,Selig Perlman,A History of Trade Unionism in the United States,b'14458-8.txt',1,0,1922,1922 1827 1648 1895 1832,1922,
9824,Shoghi Effendi,The Light of Divine Guidance (Volume 1),b'19244-0.txt',0,0,1922,1922,,1941
9825,Shoghi Effendi,The Light of Divine Guidance (Volume 2),b'19245-0.txt',0,0,1922,1922,,1941
9826,Shoghi Effendi,BahÃ¡âÃ­ Administration,b'19252-0.txt',0,0,1922,1922,,1941
9827,Shoghi Effendi,Bahá'í Administration,b'19252-8.txt',0,0,1922,1922,,1941
9828,Shoghi Effendi,Baha'i Administration,b'19252.txt',0,0,1922,1922,,1941
9829,Sir Frederick Hugh Sykes,Aviation in Peace and War,b'25244-8.txt',0,0,1922,1922,1922,
9830,Society for Pure English,Tract XI: Three Articles on Metaphor,b'13311.txt',0,0,1922,1922,,
9831,Stefan Zweig,Jeremiah,b'39402-8.txt',0,1,1922,1922,1922,
9832,Stephen Coleridge,The Glory of English Prose,b'13785-8.txt',1,0,1922,1922 1532,1922,
9833,Stephen French Whitman,Sacrifice,b'22928-8.txt',0,0,1922,1922,1922,
9834,Surendranath Dasgupta,"A History of Indian Philosophy, Vol. 1",b'12956-8.txt',0,0,1922,1922,,1922
9835,T.S. Stribling,Birthright,b'10621-8.txt',0,0,1922,1922,1922,
9836,Tenney Frank,Vergil,b'10960-8.txt',0,0,1922,1922,1922,
9837,Thomas W. Talley,Negro Folk Rhymes,b'27195-0.txt',0,0,1922,1922,,
9838,Various,The Talking Beasts,b'13815.txt',0,0,1922,1922,,1839
9839,Various,"Cape Cod and All the Pilgrim Land, June 1922,  Volume 6, Number 4",b'14979.txt',0,0,1922,1922,,1839
9840,Various,Best Short Stories,b'15667-8.txt',0,0,1922,1922,,1839
9841,Various,Essays in Liberalism,b'17294-8.txt',0,0,1922,1922,,1839
9842,Various,The Essence of Buddhism,b'18223.txt',0,0,1922,1922,,1839
9843,Vera C. Barclay,Stories of the Saints by Candle-Light,b'26130-8.txt',0,0,1922,1922,,1920
9844,W. A. Fraser,Caste,b'16752-8.txt',0,0,1922,1922,1922,
9845,W. G. Aitchison Robertson,Aids to Forensic Medicine and Toxicology,b'19019-8.txt',0,0,1922,1922,,1896
9846,Wilfrid Wilson Gibson,Krindlesyke,b'18743-0.txt',0,0,1922,1922,1922,
9847,Willa Cather,One of Ours,b'2369-8.txt',0,0,1922,,1922,
9848,William Butler Yeats,The Trembling of the Veil,b'33505-8.txt',0,1,1922,1922,1922,
